iter	Passed	Remaining
283	709	1788
284	712	1786
285	714	1783
286	717	1782
287	719	1779
288	722	1777
289	724	1774
290	727	1772
291	730	1771
292	733	1769
293	735	1767
294	738	1764
295	740	1761
296	743	1760
297	746	1757
298	748	1755
299	751	1753
300	753	1750
301	756	1747
302	758	1745
303	761	1743
304	764	1741
305	766	1739
306	769	1737
307	772	1734
308	774	1732
309	777	1729
310	779	1727
311	782	1725
312	785	1723
313	787	1720
314	789	1717
315	792	1714
316	794	1711
317	797	1709
318	799	1707
319	802	1704
320	804	1701
321	806	1698
322	810	1698
323	812	1695
324	815	1693
325	817	1690
326	820	1687
327	822	1685
328	825	1682
329	827	1680
330	830	1678
331	833	1676
332	835	1674
333	838	1672
334	841	1670
335	844	1668
336	846	1665
337	848	1662
338	851	1659
339	853	1657
340	856	1654
341	859	1652
342	861	1650
343	863	1647
344	866	1644
345	868	1641
346	870	1639
347	874	1637
348	876	1634
349	879	1632
350	881	1629
351	883	1627
352	886	1624
353	888	1622
354	891	1619
355	893	1616
356	896	1614
357	898	1611
358	901	1608
359	903	1606
360	906	1604
361	908	1601
362	911	1599
363	914	1597
364	916	1594
365	919	1591
366	921	1589
367	923	1586
368	926	1584
369	929	1581
370	931	1579
371	933	1576
372	937	1575
373	939	1573
374	942	1570
375	945	1568
376	947	1566
377	950	1564
378	952	1561
379	955	1558
380	958	1556
381	960	1554
382	963	1551
383	966	1549
384	968	1547
385	972	1546
386	974	1543
387	977	1541
388	979	1538
389	982	1536
390	984	1533
391	987	1531
392	990	1529
393	992	1527
394	995	1524
395	998	1522
396	1000	1520
397	1003	1518
398	1006	1515
399	1009	1514
400	1012	1511
401	1014	1509
402	1017	1507
403	1019	1504
404	1022	1501
405	1025	1500
406	1028	1498
407	1030	1495
408	1033	1493
409	1035	1490
410	1038	1487
411	1040	1485
412	1043	1482
413	1045	1480
414	1048	1478
415	1051	1476
416	1054	1473
417	1056	1470
418	1058	1468
419	1061	1465
420	1064	1463
421	1066	1460
422	1068	1458
423	1071	1455
424	1074	1453
425	1076	1450
426	1080	1449
427	1082	1447
428	1085	1444
429	1087	1441
430	1090	1439
431	1092	1436
432	1095	1434
433	1097	1431
434	1100	1429
435	1103	1426
436	1105	1424
437	1107	1421
438	1110	1418
439	1112	1416
440	1115	1413
441	1118	1411
442	1120	1409
443	1123	1407
444	1125	1404
445	1128	1401
446	1130	1398
447	1132	1395
448	1136	1394
449	1138	1391
450	1141	1389
451	1143	1386
452	1146	1384
453	1148	1381
454	1151	1378
455	1153	1376
456	1156	1373
457	1158	1371
458	1161	1368
459	1163	1365
460	1165	1363
461	1168	1360
462	1170	1358
463	1173	1355
464	1176	1353
465	1178	1350
466	1181	1348
467	1183	1345
468	1186	1343
469	1188	1340
470	1191	1338
471	1193	1335
472	1196	1333
473	1198	1330
474	1201	1327
475	1203	1325
476	1205	1322
477	1208	1319
478	1211	1317
479	1213	1315
480	1216	1312
481	1219	1310
482	1221	1307
483	1224	1305
484	1226	1302
485	1229	1300
486	1232	1298
487	1234	1295
488	1237	1293
489	1239	1290
490	1242	1287
491	1244	1284
492	1247	1282
493	1249	1280
494	1252	1278
495	1255	1275
496	1258	1273
497	1260	1270
498	1263	1268
499	1265	1265
500	1268	1263
501	1270	1260
502	1272	1257
503	1275	1255
504	1277	1252
505	1280	1250
506	1282	1247
507	1285	1244
508	1288	1242
509	1290	1240
510	1293	1237
511	1295	1235
512	1298	1232
513	1300	1229
514	1303	1227
515	1305	1224
516	1308	1222
517	1310	1219
518	1313	1217
519	1315	1214
520	1318	1211
521	1320	1209
522	1323	1206
523	1326	1204
524	1328	1202
525	1331	1199
526	1333	1196
527	1335	1194
528	1338	1191
529	1341	1189
530	1343	1186
531	1346	1184
532	1348	1181
533	1351	1179
534	1354	1176
535	1356	1174
536	1359	1171
537	1361	1169
538	1364	1166
539	1366	1164
540	1369	1161
541	1371	1159
542	1373	1156
543	1376	1153
544	1378	1151
545	1381	1148
546	1383	1145
547	1385	1143
548	1388	1140
549	1391	1138
550	1393	1135
551	1396	1133
552	1398	1130
553	1401	1127
554	1403	1125
555	1406	1122
556	1408	1120
557	1411	1117
558	1413	1115
559	1415	1112
560	1418	1110
561	1421	1107
562	1423	1104
563	1426	1102
564	1429	1100
565	1431	1097
566	1434	1095
567	1437	1093
568	1439	1090
569	1442	1088
570	1445	1086
571	1448	1084
572	1451	1081
573	1453	1079
574	1456	1076
575	1459	1074
576	1461	1071
577	1464	1069
578	1467	1066
579	1470	1064
580	1473	1062
581	1476	1060
582	1478	1057
583	1481	1055
584	1484	1052
585	1487	1050
586	1489	1048
587	1492	1045
588	1494	1043
589	1498	1041
590	1501	1038
591	1503	1036
592	1506	1033
593	1509	1031
594	1511	1029
595	1514	1026
596	1517	1024
597	1521	1022
598	1523	1020
599	1526	1017
600	1528	1015
601	1531	1012
602	1534	1010
603	1536	1007
604	1539	1004
605	1542	1002
606	1544	1000
607	1547	997
608	1550	995
609	1552	992
610	1555	990
611	1557	987
612	1560	985
613	1562	982
614	1565	979
615	1567	977
616	1569	974
617	1572	971
618	1574	969
619	1577	966
620	1579	963
621	1581	961
622	1584	958
623	1586	956
624	1589	953
625	1592	951
626	1595	948
627	1597	946
628	1599	943
629	1602	941
630	1604	938
631	1607	936
632	1609	933
633	1612	930
634	1615	928
635	1617	926
636	1620	923
637	1622	920
638	1625	918
639	1627	915
640	1630	912
641	1632	910
642	1634	907
643	1637	905
644	1639	902
645	1641	899
646	1644	897
647	1647	894
648	1649	892
649	1652	889
650	1654	886
651	1656	884
652	1659	881
653	1661	879
654	1664	876
655	1667	874
656	1670	871
657	1672	869
658	1675	866
659	1678	864
660	1680	861
661	1683	859
662	1685	856
663	1688	854
664	1690	851
665	1692	849
666	1695	846
667	1698	844
668	1700	841
669	1703	838
670	1705	836
671	1708	833
672	1710	831
673	1712	828
674	1715	825
675	1717	823
676	1720	820
677	1722	818
678	1725	815
679	1728	813
680	1730	810
681	1733	808
682	1735	805
683	1738	803
684	1741	800
685	1744	798
686	1747	796
687	1749	793
688	1752	790
689	1754	788
690	1756	785
691	1758	782
692	1761	780
693	1763	777
694	1766	775
695	1768	772
696	1770	769
697	1773	767
698	1776	764
699	1778	762
700	1781	759
701	1784	757
702	1787	755
703	1789	752
704	1792	750
705	1795	747
706	1798	745
707	1800	742
708	1803	740
709	1806	737
710	1808	735
711	1811	732
712	1813	729
713	1815	727
714	1818	724
715	1820	722
716	1823	719
717	1825	717
718	1828	714
719	1830	711
720	1833	709
721	1835	706
722	1838	704
723	1840	701
724	1842	698
725	1845	696
726	1847	693
727	1849	691
728	1852	688
729	1854	686
730	1857	683
731	1860	680
732	1862	678
733	1865	675
734	1867	673
735	1870	670
736	1872	668
737	1875	665
738	1877	663
739	1880	660
740	1883	658
741	1885	655
742	1888	653
743	1890	650
744	1893	648
745	1896	645
746	1898	643
747	1901	640
748	1903	637
749	1906	635
750	1908	632
751	1911	630
752	1913	627
753	1916	625
754	1918	622
755	1921	620
756	1924	617
757	1927	615
758	1929	612
759	1932	610
760	1935	607
761	1937	605
762	1939	602
763	1942	599
764	1944	597
765	1947	594
766	1949	592
767	1952	589
768	1954	587
769	1957	584
770	1960	582
771	1962	579
772	1965	577
773	1968	574
774	1970	572
775	1973	569
776	1975	567
777	1978	564
778	1981	562
779	1983	559
780	1985	556
781	1988	554
782	1990	551
783	1993	549
784	1996	546
785	1998	544
786	2001	541
787	2004	539
788	2006	536
789	2009	534
790	2011	531
791	2013	528
792	2016	526
793	2018	523
794	2021	521
795	2024	518
796	2026	516
797	2029	513
798	2032	511
799	2034	508
800	2037	506
801	2039	503
802	2042	501
803	2045	498
804	2047	496
805	2050	493
806	2052	490
807	2055	488
808	2057	485
809	2060	483
810	2062	480
811	2065	478
812	2068	475
813	2071	473
814	2073	470
815	2076	468
816	2078	465
817	2081	463
818	2083	460
819	2086	457
820	2089	455
821	2091	452
822	2094	450
823	2096	447
824	2099	445
825	2102	442
826	2104	440
827	2107	437
828	2110	435
829	2112	432
830	2115	430
831	2117	427
832	2120	425
833	2122	422
834	2125	419
835	2127	417
836	2130	414
837	2133	412
838	2135	409
839	2138	407
840	2141	404
841	2144	402
842	2146	399
843	2149	397
844	2151	394
845	2154	392
846	2156	389
847	2159	387
848	2162	384
849	2165	382
850	2167	379
851	2170	377
852	2173	374
853	2175	371
854	2178	369
855	2180	366
856	2183	364
857	2186	361
858	2188	359
859	2191	356
860	2194	354
861	2197	351
862	2199	349
863	2202	346
864	2204	344
865	2207	341
866	2210	339
867	2213	336
868	2216	334
869	2218	331
870	2220	328
871	2223	326
872	2225	323
873	2228	321
874	2231	318
875	2234	316
876	2236	313
877	2238	311
878	2241	308
879	2243	305
880	2246	303
881	2248	300
882	2251	298
883	2253	295
884	2256	293
885	2259	290
886	2261	288
887	2264	285
888	2266	282
889	2269	280
890	2271	277
891	2274	275
892	2276	272
893	2279	270
894	2281	267
895	2284	265
896	2286	262
897	2289	260
898	2292	257
899	2294	254
900	2297	252
901	2299	249
902	2302	247
903	2304	244
904	2306	242
905	2309	239
906	2311	237
907	2314	234
908	2317	231
909	2319	229
910	2321	226
911	2324	224
912	2327	221
913	2329	219
914	2332	216
915	2335	214
916	2337	211
917	2340	209
918	2342	206
919	2345	203
920	2347	201
921	2350	198
922	2353	196
923	2355	193
924	2358	191
925	2360	188
926	2362	186
927	2365	183
928	2367	180
929	2370	178
930	2373	175
931	2375	173
932	2378	170
933	2381	168
934	2383	165
935	2386	163
936	2388	160
937	2391	158
938	2394	155
939	2396	152
940	2399	150
941	2402	147
942	2404	145
943	2407	142
944	2409	140
945	2412	137
946	2414	135
947	2417	132
948	2419	130
949	2422	127
950	2424	124
951	2427	122
952	2429	119
953	2432	117
954	2435	114
955	2437	112
956	2439	109
957	2442	107
958	2444	104
959	2446	101
960	2449	99
961	2451	96
962	2454	94
963	2456	91
964	2459	89
965	2461	86
966	2464	84
967	2466	81
968	2469	78
969	2471	76
970	2474	73
971	2477	71
972	2480	68
973	2482	66
974	2484	63
975	2487	61
976	2490	58
977	2492	56
978	2495	53
979	2497	50
980	2500	48
981	2503	45
982	2505	43
983	2508	40
984	2511	38
985	2514	35
986	2516	33
987	2519	30
988	2521	28
989	2524	25
990	2526	22
991	2529	20
992	2532	17
993	2535	15
994	2537	12
995	2539	10
996	2542	7
997	2545	5
998	2547	2
999	2550	0
