,Dummy,Ridge,Lasso,Random_Forest_reg,XGBoost_reg,lgbm_reg,catBoost_reg,poly_ridge,Stacking
r2_test,-9.344898236518517e-05,0.42286493238462886,0.3358306849102498,0.5087537001452617,0.41033722003173145,0.47207044673367615,0.5190290648060255,0.413509135856827,0.5078778008885292
mse_test,19.0095749072055,10.970067157797136,12.624396609249871,9.337510754098389,11.208191391718126,10.03477864869074,9.14219869159423,11.147900254387052,9.354159670806085
mape_test,13.522943207998075,3.8785924323445187,8.499136655475159,0.41068481186242234,0.8238821075182519,0.7313952483439973,0.921664993168006,4.794731961338749,1.9578649520118268
r2_train,0.0,0.4015951155549671,0.31840999017696436,0.9214379846772145,0.9575555616685756,0.7830371817639507,0.880312095101601,0.5584330340904502,0.7971194460698702
mse_train,17.92565635007401,10.726800316767408,12.217948287731305,1.4082756888455026,0.7608444155010236,3.889200920442991,2.145484252469039,7.915377686439436,3.636767089864165
mape_train,14.367165700524653,3.9061573775976766,9.011416146875069,0.15098418645692416,0.6106163017742066,0.6874370161913415,0.8640400679898972,4.450339981439583,1.7816654095536621
